id_x,user_id,book_id,quantity,unit_price,timestamp,shipping,id_y,name,address,phone,email,id,title,author,genre,publisher,year,date,paid_price,user_key,author_set
84990,47882,21898,1,52.99,2025-04-16 09:44:26.000,NULL,47882,Amb. Ozzie Hauck,"Suite 685 2453 Raul Trace, Natashaburgh, IA 22598-8397",(708) 465-7363,christiana.huel@jacobson-oberbrunner.example,21898,The Gold Rush,Elias O'Kon,Comic/Graphic Novel,Marion Boyars Publishers,1939,2025-04-16,52.99,"christiana.huel@jacobson-oberbrunner.example(708) 465-7363Suite 685 2453 Raul Trace, Natashaburgh, IA 22598-8397","(""elias o'kon"",)"
78001,50473,21390,1,46.0,2024-08-06 20:29:54.000,"Apt. 567 24407 Dickens Junctions, New Tinytown, AR 19603-1428",50473,Debroah Hahn,"Apt. 567 24407 Dickens Junctions, New Tinytown, AR 19603-1428",694.370.8574,danielle.shanahan@schmitt.test,21390,Dishonored,Miss Jesus Pfannerstill,Short story,Cisco Press,1998,2024-08-06,46.0,"danielle.shanahan@schmitt.test694.370.8574Apt. 567 24407 Dickens Junctions, New Tinytown, AR 19603-1428","('miss jesus pfannerstill',)"
80499,48182,21906,3,41.75,2025-01-06 08:09:00.000,,48182,Catharine Parisian,,(724) 945-5887,armand_schulist@bailey-franecki.example,21906,Clouds of Witness,"Lonnie Hilpert, Klara Runolfsdottir Sr., Kirk Treutel",Fiction narrative,Firebrand Books,2012,2025-01-06,125.25,armand_schulist@bailey-franecki.example(724) 945-5887,"('kirk treutel', 'klara runolfsdottir sr.', 'lonnie hilpert')"
85899,50058,21598,1,22.0,2024-08-28 07:06:12.000,NULL,50058,Aurora Reichel,"Apt. 229 32718 Felipe Harbors, East Myleshaven, MI 15957",861.968.6721,natacha@medhurst.test,21598,Metroid Prime 2: Echoes,Wendell Zboncak,Comic/Graphic Novel,"Farrar, Straus & Giroux",1877,2024-08-28,22.0,"natacha@medhurst.test861.968.6721Apt. 229 32718 Felipe Harbors, East Myleshaven, MI 15957","('wendell zboncak',)"
78953,48023,21839,1,70.0,2025-01-27 09:13:42.000,"Suite 150 8581 Jesse Unions, Lake Owenstad, IA 67194-2474",48023,Tabitha Flatley,"Suite 150 8581 Jesse Unions, Lake Owenstad, IA 67194-2474",601.793.5409,chan_weimann@marvin.test,21839,"The Good, the Bad and the Ugly",Tory Dare V,Textbook,Academic Press,1856,2025-01-27,70.0,"chan_weimann@marvin.test601.793.5409Suite 150 8581 Jesse Unions, Lake Owenstad, IA 67194-2474","('tory dare v',)"
80955,49448,22056,1,20.75,2025-02-12 06:53:00.000,,49448,Conrad Schneider,"8007 Kiehn Club, Kubtown, UT 59755-9047",524-936-6485,wyatt@block.example,22056,Seven Samurai,Jaleesa Breitenberg DVM,Realistic fiction,Paulist Press,1987,2025-02-12,20.75,"wyatt@block.example524-936-64858007 Kiehn Club, Kubtown, UT 59755-9047","('jaleesa breitenberg dvm',)"
80047,48619,21974,2,61.0,2024-05-23 16:49:33.000,,48619,Stephan Heathcote,"87339 Elvira Cove, Basilside, KS 53938",924.135.1729,ambrose@yundt.example,21974,Far From the Madding Crowd,Matthew Boehm,Realistic fiction,St. Martin's Press,2013,2024-05-23,122.0,"ambrose@yundt.example924.135.172987339 Elvira Cove, Basilside, KS 53938","('matthew boehm',)"
82066,48258,21355,1,56.0,2025-07-05 04:48:00.000,,48258,Herman Rempel JD,"Apt. 602 27522 Quintin Path, Ferryside, MA 62597-4827",756-241-9644,chassidy@friesen.test,21355,Diablo III,"Miss Bok Barrows, Jeffery Leuschke PhD, Era Hodkiewicz, Frederick Klocko CPA",Short story,Legend Books,1863,2025-07-05,56.0,"chassidy@friesen.test756-241-9644Apt. 602 27522 Quintin Path, Ferryside, MA 62597-4827","('era hodkiewicz', 'frederick klocko cpa', 'jeffery leuschke phd', 'miss bok barrows')"
83907,48211,21603,1,51.0,2025-03-26 10:16:00.000,,48211,Tenesha Jaskolski,"Apt. 194 217 Pfeffer Route, Port Stacyland, SC 14402",787-008-0962,heide@johnston-ebert.example,21603,Amadeus,Beatris Upton,Tall tale,Sidgwick & Jackson,1979,2025-03-26,51.0,"heide@johnston-ebert.example787-008-0962Apt. 194 217 Pfeffer Route, Port Stacyland, SC 14402","('beatris upton',)"
84119,47950,21634,1,71.75,2024-07-19 03:47:00.000,,47950,Kathey Rath,"3872 Murray Stravenue, East Mauro, NV 57107",854-597-7432,robert.brown@larson.test,21634,Commandos 2: Men of Courage,Terrance Schneider,Humor,Harper & Row,1989,2024-07-19,71.75,"robert.brown@larson.test854-597-74323872 Murray Stravenue, East Mauro, NV 57107","('terrance schneider',)"
83825,49303,21912,1,6675.0,2024-08-30 01:32:04.000,NULL,49303,Jamie Senger,"Suite 539 24196 Emmerich Ford, Lake Carlton, IN 92225-7786",(290) 616-9466,benton@hegmann.example,21912,Moab Is My Washpot,Matthew Boehm,Mythopoeia,Focal Press,2023,2024-08-30,6675.0,"benton@hegmann.example(290) 616-9466Suite 539 24196 Emmerich Ford, Lake Carlton, IN 92225-7786","('matthew boehm',)"
82620,49001,21304,1,14.25,2025-02-27 08:32:04.000,,49001,Sen. Cristie Brekke,"87612 Shona River, Tamraside, NJ 85303-8120",199.864.9800,branda@russel.test,21304,Brothers in Arms,Fletcher Upton,Science fiction,Library of America,2002,2025-02-27,14.25,"branda@russel.test199.864.980087612 Shona River, Tamraside, NJ 85303-8120","('fletcher upton',)"
78607,49549,21428,1,64.75,2024-10-24 09:50:00.000,,49549,Lourdes Hermiston,"9982 Alyson Overpass, North Perrybury, KY 96280",(428) 491-9045,israel_simonis@mraz.test,21428,Groundhog Day,"Norberto Kohler, Moshe Wilderman",Mythopoeia,Elsevier,1996,2024-10-24,64.75,"israel_simonis@mraz.test(428) 491-90459982 Alyson Overpass, North Perrybury, KY 96280","('moshe wilderman', 'norberto kohler')"
86389,48781,21505,1,44.0,2024-09-04 15:49:39.000,NULL,48781,Miquel Bartell,,336.576.0432,russel@runolfsdottir-sipes.test,21505,Monster Hunter: World,Sook Halvorson,Historical fiction,Ten Speed Press,2018,2024-09-04,44.0,russel@runolfsdottir-sipes.test336.576.0432,"('sook halvorson',)"
79400,48809,22028,1,63.0,2025-09-18 22:38:09.000,NULL,48809,Graham Langworth,"14267 Zemlak Ridge, Lake Dawne, OR 85497-0193",595 129 8022,edwardo_fritsch@greenfelder-okon.test,22028,Max Payne 2: The Fall of Max Payne,Travis Von,Fable,Penguin Books,1996,2025-09-18,63.0,"edwardo_fritsch@greenfelder-okon.test595 129 802214267 Zemlak Ridge, Lake Dawne, OR 85497-0193","('travis von',)"
82477,50180,21598,2,19.0,2024-10-15 07:03:00.000,"Apt. 465 940 Luettgen Ford, Port Man, AZ 60841",50180,Val Ratke,"Apt. 465 940 Luettgen Ford, Port Man, AZ 60841",(541) 032-2803,leona@von.test,21598,Metroid Prime 2: Echoes,Wendell Zboncak,Comic/Graphic Novel,"Farrar, Straus & Giroux",1877,2024-10-15,38.0,"leona@von.test(541) 032-2803Apt. 465 940 Luettgen Ford, Port Man, AZ 60841","('wendell zboncak',)"
83826,49041,21600,1,22.0,2024-11-11 03:53:07.000,,49041,Edward Gottlieb,"106 Green Spurs, North Emilioport, CA 71260",901 305 3161,tammara@beer-leannon.example,21600,Specimen Days,Donovan Bins,Suspense/Thriller,Packt Publishing,1988,2024-11-11,22.0,"tammara@beer-leannon.example901 305 3161106 Green Spurs, North Emilioport, CA 71260","('donovan bins',)"
77669,49475,21560,3,14.25,2024-12-25 04:22:04.000,NULL,49475,Genevieve Heller,"5437 Reilly Loop, Lake Berry, SC 52010",929-660-7736,dennis.frami@adams.test,21560,Super Smash Bros. Ultimate,Korey Rice V,Speech,University of California Press,1994,2024-12-25,42.75,"dennis.frami@adams.test929-660-77365437 Reilly Loop, Lake Berry, SC 52010","('korey rice v',)"
80656,48516,21709,2,52.99,2025-01-10 15:01:45.000,,48516,Heriberto Skiles,"192 Willia Track, Lake Harland, AR 08475",215.226.5459,jenise@braun.example,21709,The Painted Veil,Barb Lynch,Short story,T & T Clark,1832,2025-01-10,105.98,"jenise@braun.example215.226.5459192 Willia Track, Lake Harland, AR 08475","('barb lynch',)"
80859,49432,21893,3,70.75,2025-04-24 09:11:00.000,,49432,Edmundo Blanda VM,"Apt. 774 4133 Hugo Mountains, West Veola, OH 59995-4418",282 624 0616,dessie_zemlak@spinka.test,21893,The Curious Incident of the Dog in the Night-Time,Antione O'Reilly,Fantasy,DAW Books,2016,2025-04-24,212.25,"dessie_zemlak@spinka.test282 624 0616Apt. 774 4133 Hugo Mountains, West Veola, OH 59995-4418","(""antione o'reilly"",)"
79724,49683,21663,1,68.25,2024-10-15 15:14:52.000,"94357 Nga Isle, South Isaias, PA 85722-2984",49683,Matthew Cartwright,"94357 Nga Isle, South Isaias, PA 85722-2984",625.811.5131,dorthey.pfannerstill@barton-brakus.example,21663,Frequent Hearses,Dr. Deb Kemmer,Essay,Adis International,1984,2024-10-15,68.25,"dorthey.pfannerstill@barton-brakus.example625.811.513194357 Nga Isle, South Isaias, PA 85722-2984","('dr. deb kemmer',)"
82596,48393,21465,1,71.5,2025-08-16 14:32:00.000,NULL,48393,Manuel Goldner III,"Apt. 590 90240 Haywood Cliffs, Gislasonview, MT 91435",558 328 9839,ora@lindgren.test,21465,Die Hard,Rocky Erdman,Mystery,Allen Ltd,2007,2025-08-16,71.5,"ora@lindgren.test558 328 9839Apt. 590 90240 Haywood Cliffs, Gislasonview, MT 91435","('rocky erdman',)"
80957,48945,21945,1,18.99,2024-08-18 23:53:31.835,"Suite 101 9661 Thelma Streets, East Ianhaven, MS 99577",48945,Joan Larson,"Suite 101 9661 Thelma Streets, East Ianhaven, MS 99577",258 669 6781,dick_roob@shanahan.example,21945,The Monkey's Raincoat,Zachary Ryan,Tall tale,Charles Scribner's Sons,2018,2024-08-18,18.99,"dick_roob@shanahan.example258 669 6781Suite 101 9661 Thelma Streets, East Ianhaven, MS 99577","('zachary ryan',)"
86368,47875,21434,1,26.99,2025-04-09 10:09:00.000,,47875,Helena Thompson,"2970 Leonardo Prairie, Walshville, MI 69684",231.572.5659,merle@waters-weimann.test,21434,PlayerUnknown's Battlegrounds,Jeffry Nolan Ret.,Comic/Graphic Novel,Ellora's Cave,1981,2025-04-09,26.99,"merle@waters-weimann.test231.572.56592970 Leonardo Prairie, Walshville, MI 69684","('jeffry nolan ret.',)"
82401,48044,21401,1,31.75,2024-10-21 11:22:11.000,NULL,48044,Sen. Vance Hills,"31927 Jeanie Gateway, North Leticia, AK 10724",511.769.2313,verda@schmitt.example,21401,Shadow of the Colossus,Timothy Murazik,Mystery,Marshall Pickering,2021,2024-10-21,31.75,"verda@schmitt.example511.769.231331927 Jeanie Gateway, North Leticia, AK 10724","('timothy murazik',)"
79367,50832,21386,1,44.99,2025-02-01 15:23:00.000,,50832,Elfriede Hammes PhD,"Apt. 814 6477 Jenee Dale, North Emile, DE 05485",874 203 9262,lolita_lesch@botsford.example,21386,Doom 3: BFG,"Lavon Langosh, Msgr. Juan Beer, Garth Heidenreich",Mystery,Dedalus Books,1972,2025-02-01,44.99,"lolita_lesch@botsford.example874 203 9262Apt. 814 6477 Jenee Dale, North Emile, DE 05485","('garth heidenreich', 'lavon langosh', 'msgr. juan beer')"
85232,49597,21941,1,51.75,2024-10-01 01:44:12.000,,49597,Toby Abbott IV,"7625 Braun Burgs, Aufderharview, SC 66111",358-563-1659,wilton@rohan.example,21941,Hybrid Theory,"Tomasa Kozey, The Hon. Kylee Rempel",Fable,J. M. Dent,2021,2024-10-01,51.75,"wilton@rohan.example358-563-16597625 Braun Burgs, Aufderharview, SC 66111","('the hon. kylee rempel', 'tomasa kozey')"
80441,50419,21335,2,33.0,2024-12-23 11:01:52.000,NULL,50419,Mr. Latasha Stokes,"Apt. 923 7762 Botsford Mountain, Port Milanside, UT 35281",349-265-8776,yael.nicolas@beatty.example,21335,The General,"Msgr. Mohammed Buckridge, Lilla Gislason DC, Catarina Gleason",Science fiction,City Lights Publishers,2014,2024-12-23,66.0,"yael.nicolas@beatty.example349-265-8776Apt. 923 7762 Botsford Mountain, Port Milanside, UT 35281","('catarina gleason', 'lilla gislason dc', 'msgr. mohammed buckridge')"
78746,51068,22017,1,27.5,2024-12-22 05:51:48.000,,51068,Omar Kuphal,"Apt. 783 2267 Tillman Key, Gottliebtown, OH 42454-4106",658 059 2968,elsa@runte.test,22017,"If Not Now, When?",Brandi Cole,Fantasy,St. Martin's Press,2010,2024-12-22,27.5,"elsa@runte.test658 059 2968Apt. 783 2267 Tillman Key, Gottliebtown, OH 42454-4106","('brandi cole',)"
79226,48010,21305,1,30.99,2025-07-13 02:59:00.000,"9144 Prohaska Course, Lannyfort, IN 35270-1206",48010,Linh Ritchie,"9144 Prohaska Course, Lannyfort, IN 35270-1206",272-204-3098,tiesha@wisozk.example,21305,Intouchables,Jae Bogisich,Speech,New Village Press,2024,2025-07-13,30.99,"tiesha@wisozk.example272-204-30989144 Prohaska Course, Lannyfort, IN 35270-1206","('jae bogisich',)"
77689,48761,21644,2,32.0,2024-08-18 13:38:00.000,"6890 Elsy Place, Justinland, NY 62986-3085",48761,Brandy Parker,,418-549-6152,minh_gerlach@rolfson-towne.example,21644,Left 4 Dead 2,Cruz Abshire MD,Mystery,Pantheon Books at Random House,2000,2024-08-18,64.0,minh_gerlach@rolfson-towne.example418-549-6152,"('cruz abshire md',)"
82983,49511,21480,1,48.5,2024-08-06 03:43:00.000,NULL,49511,Mr. Julieta Schoen,"539 Shana Lock, Port Ethan, AZ 59794-4223",827 835 6887,lelah.muller@schimmel.example,21480,Nine Coaches Waiting,Susannah Tremblay DC,Speech,Black Dog Publishing,1957,2024-08-06,48.5,"lelah.muller@schimmel.example827 835 6887539 Shana Lock, Port Ethan, AZ 59794-4223","('susannah tremblay dc',)"
78263,47763,21655,5,17.5,2024-11-13 05:15:21.000,NULL,47763,Hermelinda O'Kon DO,"Suite 612 723 Larhonda Square, Shauntehaven, TX 55075-9041",226-584-3705,christinia.hoppe@marks-feest.example,21655,Come Away with Me,"Roman Koss, Sook Halvorson",Crime/Detective,Pan Books,2013,2024-11-13,87.5,"christinia.hoppe@marks-feest.example226-584-3705Suite 612 723 Larhonda Square, Shauntehaven, TX 55075-9041","('roman koss', 'sook halvorson')"
82886,48466,21442,1,46.0,2025-02-11 00:12:00.000,,48466,Lashandra Parker DVM,"960 Schamberger Vista, Altenwerthberg, CO 30201-5735",231.274.6508,louanne@hodkiewicz.test,21442,Doom,Les Rogahn,Suspense/Thriller,Legend Books,2004,2025-02-11,46.0,"louanne@hodkiewicz.test231.274.6508960 Schamberger Vista, Altenwerthberg, CO 30201-5735","('les rogahn',)"
81046,50799,21644,1,37.0,2024-10-11 05:10:45.000,NULL,50799,Mavis Heidenreich,"Apt. 130 537 Elmo Mission, South Byrontown, MN 12217",404 426 0757,marry.boehm@witting.example,21644,Left 4 Dead 2,Cruz Abshire MD,Mystery,Pantheon Books at Random House,2000,2024-10-11,37.0,"marry.boehm@witting.example404 426 0757Apt. 130 537 Elmo Mission, South Byrontown, MN 12217","('cruz abshire md',)"
83609,48259,21429,1,27.5,2025-03-04 21:25:01.000,,48259,Caleb Parisian,"1650 Grazyna Common, Weissnathaven, IA 63968-8668",165-735-9371,galen@kuhic-swaniawski.example,21429,Happy Nation,Karisa Kozey,Fable,HarperTrophy,1997,2025-03-04,27.5,"galen@kuhic-swaniawski.example165-735-93711650 Grazyna Common, Weissnathaven, IA 63968-8668","('karisa kozey',)"
80408,48073,21642,1,35.0,2024-08-15 07:37:05.000,,48073,Renita Brown,"364 Kris Stream, New Princeburgh, ND 56280",486.433.9116,randal@murray.test,21642,The Other Side of Silence,Elvina Nader,Comic/Graphic Novel,Harvard University Press,1985,2024-08-15,35.0,"randal@murray.test486.433.9116364 Kris Stream, New Princeburgh, ND 56280","('elvina nader',)"
84739,48168,21461,2,76.5,2024-12-10 11:08:00.000,NULL,48168,Waylon Moen,"Suite 669 67679 Boyer Throughway, North Jennifer, NC 08373",819.344.1070,francesco.kreiger@becker-schiller.example,21461,Little Hands Clapping,"Beverly McDermott, Pedro Bradtke",Historical fiction,Edupedia Publications,2002,2024-12-10,153.0,"francesco.kreiger@becker-schiller.example819.344.1070Suite 669 67679 Boyer Throughway, North Jennifer, NC 08373","('beverly mcdermott', 'pedro bradtke')"
84360,48102,21613,1,54.75,2024-08-31 20:04:16.000,NULL,48102,Lennie Barton,"Suite 435 973 Delena Mews, Klingville, DE 66629",(863) 329-0042,oralee_prohaska@barton.test,21613,The Pianist,Manuel Murray,Horror,Academic Press,1989,2024-08-31,54.75,"oralee_prohaska@barton.test(863) 329-0042Suite 435 973 Delena Mews, Klingville, DE 66629","('manuel murray',)"
81001,48700,21476,1,34.99,2025-03-26 08:34:36.000,"29313 Charles Ranch, South Clair, VA 62232",48700,Arianne Runte II,"29313 Charles Ranch, South Clair, VA 62232",599-782-6448,susana@brown.test,21476,Super Smash Bros. Brawl,Nick Ziemann,Essay,BBC Books,2003,2025-03-26,34.99,"susana@brown.test599-782-644829313 Charles Ranch, South Clair, VA 62232","('nick ziemann',)"
85847,47763,21591,2,54.75,2024-10-12 05:53:32.000,"Suite 612 723 Larhonda Square, Shauntehaven, TX 55075-9041",47763,Hermelinda O'Kon DO,"Suite 612 723 Larhonda Square, Shauntehaven, TX 55075-9041",226-584-3705,christinia.hoppe@marks-feest.example,21591,No Longer at Ease,Rev. Alix Langworth,Classic,Palgrave Macmillan,1995,2024-10-12,109.5,"christinia.hoppe@marks-feest.example226-584-3705Suite 612 723 Larhonda Square, Shauntehaven, TX 55075-9041","('rev. alix langworth',)"
79634,50533,21952,1,50.0,2024-07-27 16:07:00.000,NULL,50533,Graham Hahn Esq.,"Suite 231 50778 Bulah Views, West Nathanialbury, NM 98166-6327",(435) 372-5942,emilio@mayert.example,21952,The Yellow Meads of Asphodel,Teresia Fisher,Mystery,Black Library,2000,2024-07-27,50.0,"emilio@mayert.example(435) 372-5942Suite 231 50778 Bulah Views, West Nathanialbury, NM 98166-6327","('teresia fisher',)"
79747,48856,21733,1,17.5,2024-09-01 00:44:53.000,NULL,48856,Elvie Gerlach,"Apt. 677 1913 Dickens Heights, Nicolaston, FL 45014",655 603 6763,wendy.bode@mante-aufderhar.example,21733,Postern of Fate,"Amb. Amberly Beatty, Alysa Pouros Esq.",Reference book,Gay Men's Press,	,2024-09-01,17.5,"wendy.bode@mante-aufderhar.example655 603 6763Apt. 677 1913 Dickens Heights, Nicolaston, FL 45014","('alysa pouros esq.', 'amb. amberly beatty')"
86466,47733,21587,1,69.25,2025-01-02 04:03:21.000,"193 Pollich Centers, New Doloris, NJ 06979",47733,Tamela Swift,"193 Pollich Centers, New Doloris, NJ 06979",(924) 548-1352,jasmin@lynch-schiller.example,21587,Command & Conquer: Generals,"Louanne Cruickshank, Lakenya Boyer IV",Essay,Carnegie Mellon University Press,1956,2025-01-02,69.25,"jasmin@lynch-schiller.example(924) 548-1352193 Pollich Centers, New Doloris, NJ 06979","('lakenya boyer iv', 'louanne cruickshank')"
81503,51100,21938,5,71.75,2024-10-22 18:48:35.000,"Suite 670 291 Wolff Rue, Chasemouth, HI 36369",51100,Sen. Regena Purdy,"Suite 670 291 Wolff Rue, Chasemouth, HI 36369",856.313.0790,roni.doyle@stroman.test,21938,Half-Life 2: Episode Two,Richie Gislason,Essay,Ladybird Books,1875,2024-10-22,358.75,"roni.doyle@stroman.test856.313.0790Suite 670 291 Wolff Rue, Chasemouth, HI 36369","('richie gislason',)"
83350,49880,21427,1,74.25,2024-05-28 04:18:18.000,,49880,Willis Schuster,"93041 Pearly Center, East Heike, NY 35137-4719",(692) 957-2916,veda_johnston@jacobson.test,21427,Nectar in a Sieve,Jerrold Bogan LLD,Suspense/Thriller,Brimstone Press,2015,2024-05-28,74.25,"veda_johnston@jacobson.test(692) 957-291693041 Pearly Center, East Heike, NY 35137-4719","('jerrold bogan lld',)"
84414,47727,21539,1,16.99,2024-09-25 19:21:12.000,,47727,Riley Mertz,"693 Wunsch Crest, Austinville, NV 75132-4855",335-388-7952,chance@hermann-cartwright.example,21539,Finding Nemo,Angel Kuhic,Narrative nonfiction,Secker & Warburg,1990,2024-09-25,16.99,"chance@hermann-cartwright.example335-388-7952693 Wunsch Crest, Austinville, NV 75132-4855","('angel kuhic',)"
82662,48687,21843,5,64.0,2025-04-24 17:04:07.000,,48687,Rep. Regina Kuvalis,"26643 Reichert Spurs, South Herbside, GA 59903",671 013 7234,zack@cummerata.example,21843,This Side of Paradise,Richie Gislason,Fairy tale,Koren Publishers Jerusalem,1989,2025-04-24,320.0,"zack@cummerata.example671 013 723426643 Reichert Spurs, South Herbside, GA 59903","('richie gislason',)"
77595,50153,21371,1,54.0,2024-07-23 13:36:27.000,"1749 Cartwright Street, Altonborough, MA 08540-4989",50153,The Hon. Dolly Rippin,"1749 Cartwright Street, Altonborough, MA 08540-4989",899.012.3240,charlena@morar-feil.test,21371,Pokémon LeafGreen,"Tamika Hayes, Julius Barrows",Folklore,Oberon Books,1945,2024-07-23,54.0,"charlena@morar-feil.test899.012.32401749 Cartwright Street, Altonborough, MA 08540-4989","('julius barrows', 'tamika hayes')"
83027,49500,21311,1,18.5,2024-11-13 17:33:00.000,"1125 Otha Prairie, South Kathlenetown, AR 37930",49500,Deloras Deckow,"1125 Otha Prairie, South Kathlenetown, AR 37930",547.497.4633,kaylene@heathcote.example,21311,Halo 3: ODST,"Dominque Fisher, Leigh Bednar",Fairy tale,St. Martin's Press,1991,2024-11-13,18.5,"kaylene@heathcote.example547.497.46331125 Otha Prairie, South Kathlenetown, AR 37930","('dominque fisher', 'leigh bednar')"
84785,50534,21620,1,33.0,2025-02-16 00:53:00.000,"Apt. 275 53000 Soon Key, South Albert, NH 90077",50534,Madison Graham DVM,"Apt. 275 53000 Soon Key, South Albert, NH 90077",968 431 4114,maegan_gibson@waters.test,21620,The Apartment,Lonnie Hilpert,Historical fiction,Horizon Scientific Press,2009,2025-02-16,33.0,"maegan_gibson@waters.test968 431 4114Apt. 275 53000 Soon Key, South Albert, NH 90077","('lonnie hilpert',)"
78054,51024,21473,1,38.0,2024-12-31 15:27:10.000,"318 Goyette Center, New Kaitlinfort, WY 97237",51024,Carma Brekke,"318 Goyette Center, New Kaitlinfort, WY 97237",493 084 1438,azucena@zieme-dietrich.example,21473,A Beautiful Mind,"Kevin Mayer, Kimberely Kutch, Darius Mohr",Science fiction,Bison Books,2006,2024-12-31,38.0,"azucena@zieme-dietrich.example493 084 1438318 Goyette Center, New Kaitlinfort, WY 97237","('darius mohr', 'kevin mayer', 'kimberely kutch')"
85787,47782,21717,1,35.75,2025-07-21 18:08:38.000,,47782,Cameron Crist,"9851 Ziemann Tunnel, South Willie, PA 01800-9465",983.554.1202,alfred_stark@bernier.example,21717,The Stars' Tennis Balls,Antonio Lindgren,Classic,Naiad Press,1852,2025-07-21,35.75,"alfred_stark@bernier.example983.554.12029851 Ziemann Tunnel, South Willie, PA 01800-9465","('antonio lindgren',)"
84642,48672,21351,1,40.99,2024-12-17 19:20:00.000,"660 McCullough Coves, Mohammedbury, NC 94662-4005",48672,Pres. Jerrold Hintz,"660 McCullough Coves, Mohammedbury, NC 94662-4005",676.877.6869,daniel@schulist-stehr.example,21351,Team Fortress 2,Jermaine Wehner,Legend,Earthscan,1985,2024-12-17,40.99,"daniel@schulist-stehr.example676.877.6869660 McCullough Coves, Mohammedbury, NC 94662-4005","('jermaine wehner',)"
81459,47797,21488,1,71.75,2024-08-28 10:11:52.000,NULL,47797,Dr. Elnora Rempel,"536 Abernathy Mountains, East Dee, AR 93746",(515) 524-4423,erwin.bradtke@mills-connelly.example,21488,A Wednesday,Selena Schroeder,Comic/Graphic Novel,Charles Scribner's Sons,1994,2024-08-28,71.75,"erwin.bradtke@mills-connelly.example(515) 524-4423536 Abernathy Mountains, East Dee, AR 93746","('selena schroeder',)"
79041,48980,21493,1,24.5,2024-10-24 20:32:45.000,,48980,Silvia Swaniawski,"95694 Hammes Way, Schmittstad, ND 50979-4518",760-737-0797,lindsay_gerlach@carroll.example,21493,Full Metal Jacket,"Curtis Rohan, Rocky Erdman",Mythopoeia,Harper & Brothers,2001,2024-10-24,24.5,"lindsay_gerlach@carroll.example760-737-079795694 Hammes Way, Schmittstad, ND 50979-4518","('curtis rohan', 'rocky erdman')"
80122,50266,21994,1,31.0,2024-12-15 15:24:00.000,NULL,50266,Evan Dare,"Apt. 478 882 Lucas Loaf, Mosciskiport, AZ 49312",129.348.9566,inez_lindgren@lynch.example,21994,The Widening Gyre,The Hon. Terence Klocko,Fable,Butterworth-Heinemann,2001,2024-12-15,31.0,"inez_lindgren@lynch.example129.348.9566Apt. 478 882 Lucas Loaf, Mosciskiport, AZ 49312","('the hon. terence klocko',)"
85521,49845,21960,1,57.25,2024-11-30 16:49:00.000,NULL,49845,Ms. Salvatore Bergnaum,"Suite 414 2744 Chet Squares, New Leticiashire, IN 48521-6815",572 979 9718,doreatha@casper.test,21960,Dungeon Keeper,Les Rogahn,Mythopoeia,Blackie and Son Limited,1970,2024-11-30,57.25,"doreatha@casper.test572 979 9718Suite 414 2744 Chet Squares, New Leticiashire, IN 48521-6815","('les rogahn',)"
80653,49871,21843,1,65.5,2024-08-28 19:43:00.000,,49871,Rev. Belle Nitzsche,"50951 Hershel Light, Rohanstad, ID 18448",(657) 963-3532,valeri@rolfson-rempel.example,21843,This Side of Paradise,Richie Gislason,Fairy tale,Koren Publishers Jerusalem,1989,2024-08-28,65.5,"valeri@rolfson-rempel.example(657) 963-353250951 Hershel Light, Rohanstad, ID 18448","('richie gislason',)"
84887,50548,21437,1,55.5,2025-05-19 17:51:09.000,NULL,50548,Riley Leuschke,"38830 Carletta Park, West Ceceliachester, ID 32920-2983",919-604-7103,talitha@effertz-goodwin.test,21437,Françoise Sagan,Shirlene Toy,Science fiction,Paulist Press,2015,2025-05-19,55.5,"talitha@effertz-goodwin.test919-604-710338830 Carletta Park, West Ceceliachester, ID 32920-2983","('shirlene toy',)"
83100,48096,21437,5,54.0,2024-11-21 03:56:09.000,,48096,Mrs. Claretha Kiehn,"Suite 537 751 Kertzmann Court, North Billychester, KY 40846",867.726.1100,ardath@kuphal.test,21437,Françoise Sagan,Shirlene Toy,Science fiction,Paulist Press,2015,2024-11-21,270.0,"ardath@kuphal.test867.726.1100Suite 537 751 Kertzmann Court, North Billychester, KY 40846","('shirlene toy',)"
84421,48814,21460,1,64.5,2025-05-08 21:18:54.000,NULL,48814,Dane Littel,"4683 Bianca Fields, Port Nedmouth, GA 76515-4659",582 091 2240,jay.kuhlman@hahn.example,21460,Some Buried Caesar,"Adell Considine, Leana Feil, Sen. Vonnie Jerde",Realistic fiction,,2010,2025-05-08,64.5,"jay.kuhlman@hahn.example582 091 22404683 Bianca Fields, Port Nedmouth, GA 76515-4659","('adell considine', 'leana feil', 'sen. vonnie jerde')"
80791,50735,21677,1,34.0,2024-12-24 23:19:04.108,"Apt. 616 7277 Arden Pines, North Howard, NC 98598",50735,Alex Glover,"Apt. 616 7277 Arden Pines, North Howard, NC 98598",236 495 4110,lavern@mante-champlin.test,21677,Vanity Fair,Elane Miller,Reference book,Victor Gollancz Ltd,1993,2024-12-24,34.0,"lavern@mante-champlin.test236 495 4110Apt. 616 7277 Arden Pines, North Howard, NC 98598","('elane miller',)"
