id_x,user_id,book_id,quantity,unit_price,timestamp,shipping,id_y,name,address,phone,email,id,title,author,genre,publisher,year,paid_price,date,user_key,author_set
68730,44928,18907,1,38.99,2024-08-05 03:45:00.000,,44928,Kena Considine DDS,"Apt. 641 95870 Haag Cape, Port Busterchester, NE 09315",(208) 538-4464,guy@bechtelar.example,18907,Call of Duty: Modern Warfare Remastered,Hosea Monahan,Fable,T & T Clark,1980,38.99,2024-08-05,"guy@bechtelar.example(208) 538-4464Apt. 641 95870 Haag Cape, Port Busterchester, NE 09315","('Hosea Monahan',)"
72105,47269,19216,2,64.5,2025-03-02 17:19:00.000,"20967 Balistreri Tunnel, Franeckiton, HI 94693-7261",47269,Tim Leannon IV,"20967 Balistreri Tunnel, Franeckiton, HI 94693-7261",(939) 851-6681,heidy@berge-parisian.example,19216,Civilization III,Audra Wehner Jr.,Mystery,Verso Books,1976,129.0,2025-03-02,"heidy@berge-parisian.example(939) 851-668120967 Balistreri Tunnel, Franeckiton, HI 94693-7261","('Audra Wehner Jr.',)"
70598,47196,19349,1,39.0,2024-10-27 09:21:10.867,,47196,Renay Grant DC,"Apt. 233 9804 Pete Bypass, Hilllbury, OR 07198-3949",(857) 566-4754,niesha_crooks@hoeger-ernser.test,19349,Counter-Strike: Global Offensive,Andrea Ritchie,Fantasy,Pen and Sword Books,2009,39.0,2024-10-27,"niesha_crooks@hoeger-ernser.test(857) 566-4754Apt. 233 9804 Pete Bypass, Hilllbury, OR 07198-3949","('Andrea Ritchie',)"
71975,45803,18841,3,17.0,2024-06-30 08:31:31.000,,45803,Fr. Clemente Bosco,"Apt. 732 769 Kemmer Avenue, Hectorport, MS 78842",357.183.4661,joel@swift-batz.example,18841,Fallout: New Vegas,Andrea Ritchie,Realistic fiction,David & Charles,1990,51.0,2024-06-30,"joel@swift-batz.example357.183.4661Apt. 732 769 Kemmer Avenue, Hectorport, MS 78842","('Andrea Ritchie',)"
65467,45014,18976,1,26.75,2024-08-27 03:25:18.000,,45014,Amado Abbott,"24424 Jamika Turnpike, Port Sherwoodfurt, LA 57202-0184",370 354 7440,armando@stanton.test,18976,Cinema Paradiso,Pres. Doug Donnelly,Fable,Oberon Books,0,26.75,2024-08-27,"armando@stanton.test370 354 744024424 Jamika Turnpike, Port Sherwoodfurt, LA 57202-0184","('Pres. Doug Donnelly',)"
64578,44676,18882,1,46.0,2024-11-17 07:43:57.000,,44676,Beryl Mills,"52714 Batz Throughway, Alvinview, NC 67944-0683",(858) 063-5250,shantel@halvorson.example,18882,Thief II,Lynwood Rau,Science fiction,Velazquez Press,1981,46.0,2024-11-17,"shantel@halvorson.example(858) 063-525052714 Batz Throughway, Alvinview, NC 67944-0683","('Lynwood Rau',)"
66544,44806,19494,2,32.0,2024-08-19 16:04:00.000,,44806,Manual Nader,"8465 Goyette Shores, Colinchester, MI 26685",654.355.3800,brett_gorczany@kautzer.example,19494,Mad Max: Fury Road,Blythe Bernhard,Speech,Packt Publishing,2005,64.0,2024-08-19,"brett_gorczany@kautzer.example654.355.38008465 Goyette Shores, Colinchester, MI 26685","('Blythe Bernhard',)"
66336,47498,19064,1,62.0,2024-05-20 12:20:38.000,"Suite 885 6407 Haley Mills, South Johnathontown, NJ 53886",47498,Shawnna Strosin Ret.,"Suite 885 6407 Haley Mills, South Johnathontown, NJ 53886",514.751.2604,lavonda@medhurst.test,19064,Spotlight,"Rocio Cremin, Lawerence Collins",Fiction in verse,NavPress,1987,62.0,2024-05-20,"lavonda@medhurst.test514.751.2604Suite 885 6407 Haley Mills, South Johnathontown, NJ 53886","('Lawerence Collins', 'Rocio Cremin')"
72878,44392,19340,1,31.75,2025-01-06 05:12:31.390,,44392,Dominique Rodriguez,"6018 Cartwright Isle, Port Michelton, AZ 93076-6618",(156) 630-2400,eusebio@kiehn-wisoky.test,19340,Dog Day Afternoon,Tod Kris,Classic,Random House,1981,31.75,2025-01-06,"eusebio@kiehn-wisoky.test(156) 630-24006018 Cartwright Isle, Port Michelton, AZ 93076-6618","('Tod Kris',)"
63286,46777,19399,1,19.25,2024-05-30 15:39:27.000,,46777,Trudie Lubowitz,"4928 Jenkins Ford, Rudybury, UT 90987",919-340-3182,ashley@nicolas.test,19399,A Monstrous Regiment of Women,Bruno Beer,Reference book,New Directions Publishing,1990,19.25,2024-05-30,"ashley@nicolas.test919-340-31824928 Jenkins Ford, Rudybury, UT 90987","('Bruno Beer',)"
65302,44837,19510,1,18.5,2025-04-27 07:32:14.000,,44837,Avery Greenholt,"397 Quincy Divide, Jakeview, SC 97495-5292",486-302-3521,genaro@zulauf.test,19510,The Skull Beneath the Skin,Grant Von,Science fiction,André Deutsch,1848,18.5,2025-04-27,"genaro@zulauf.test486-302-3521397 Quincy Divide, Jakeview, SC 97495-5292","('Grant Von',)"
73588,45681,19539,4,63.75,2025-02-14 07:41:25.000,,45681,Rep. Carri Hoeger,"2910 Kerluke Inlet, Mitchelville, NY 79576",845.426.0240,jacinda@witting.example,19539,Heat,Stasia Hoppe,Fantasy,Edupedia Publications,2014,255.0,2025-02-14,"jacinda@witting.example845.426.02402910 Kerluke Inlet, Mitchelville, NY 79576","('Stasia Hoppe',)"
66789,46910,19093,3,27.0,2024-07-18 04:35:40.000,,46910,Zoila Reinger,"920 Letha Pike, West Gilbert, NM 83012",601-990-6800,catina_collier@kuhic-hettinger.test,19093,The Last Temptation,"Jerald Kreiger, Elia Bartell, Brice Prohaska MD",Tall tale,Palgrave Macmillan,1990,81.0,2024-07-18,"catina_collier@kuhic-hettinger.test601-990-6800920 Letha Pike, West Gilbert, NM 83012","('Brice Prohaska MD', 'Elia Bartell', 'Jerald Kreiger')"
66724,44468,18970,1,46.0,2024-04-20 23:18:00.000,"Suite 927 811 Boyce Curve, Deckowfurt, VT 11698-5534",44468,Burl Lindgren,"Suite 927 811 Boyce Curve, Deckowfurt, VT 11698-5534",899.732.5846,margarete_stiedemann@wolf-champlin.test,18970,Halo 4,Eli Okuneva DC,Tall tale,Black Dog Publishing,2012,46.0,2024-04-20,"margarete_stiedemann@wolf-champlin.test899.732.5846Suite 927 811 Boyce Curve, Deckowfurt, VT 11698-5534","('Eli Okuneva DC',)"
68278,45827,19032,5,72.5,2024-08-25 23:54:35.000,,45827,Elli Purdy,"Apt. 565 610 Bree Crescent, South Robt, IL 81902-8640",617-269-2782,margo@beer.test,19032,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,Leafwood Publishers,2025,362.5,2024-08-25,"margo@beer.test617-269-2782Apt. 565 610 Bree Crescent, South Robt, IL 81902-8640","('Erick Dooley I', 'Maynard Bartoletti Ret.', 'Morton Medhurst')"
65331,45716,19355,2,37.0,2024-12-03 04:03:30.000,NULL,45716,Rich Leffler,"82379 Marcus Ports, Basilmouth, LA 71919",256-030-1920,rodrigo@schinner.example,19355,The Legend of Zelda: Breath of the Wild,"Alan O'Kon, Amb. Erline Funk",Humor,Unfinished Monument Press,1983,74.0,2024-12-03,"rodrigo@schinner.example256-030-192082379 Marcus Ports, Basilmouth, LA 71919","(""Alan O'Kon"", 'Amb. Erline Funk')"
64107,45518,19306,1,37.0,2025-04-01 17:58:08.000,,45518,Nigel Batz,"Apt. 331 7662 Shon Vista, Hillshaven, MN 97319-3379",979-058-7188,latisha@metz-collier.example,19306,Good Will Hunting,Patience Kautzer,Folklore,Vintage Books,2006,37.0,2025-04-01,"latisha@metz-collier.example979-058-7188Apt. 331 7662 Shon Vista, Hillshaven, MN 97319-3379","('Patience Kautzer',)"
67858,45940,19218,3,72.99,2025-03-07 07:24:51.000,NULL,45940,Nellie Bartell DC,"9269 Vena Road, Schummland, DE 47731",(369) 722-3279,ezequiel@breitenberg-purdy.test,19218,The Wall,"Lawerence Collins, Rocio Cremin",Tall tale,Palgrave Macmillan,2011,218.96999999999997,2025-03-07,"ezequiel@breitenberg-purdy.test(369) 722-32799269 Vena Road, Schummland, DE 47731","('Lawerence Collins', 'Rocio Cremin')"
70545,47214,19097,1,68.5,2025-03-05 02:10:00.000,,47214,Albertina Hessel,"114 Pouros Crescent, Lake Thanh, NV 69648",(548) 757-0289,dana_hammes@stehr-reichert.example,19097,Super Mario Sunshine,Sondra O'Reilly,Legend,Basic Books,2010,68.5,2025-03-05,"dana_hammes@stehr-reichert.example(548) 757-0289114 Pouros Crescent, Lake Thanh, NV 69648","(""Sondra O'Reilly"",)"
65596,45665,18938,2,45.5,2024-09-12 08:07:25.000,NULL,45665,Miss Wendell Rutherford,"97329 O'Conner Vista, North Sanjuana, ID 59014-1661",519.352.9025,earnest_hauck@wintheiser-ondricka.example,18938,The Godfather,Msgr. Seema Koss,Realistic fiction,Sidgwick & Jackson,2006,91.0,2024-09-12,"earnest_hauck@wintheiser-ondricka.example519.352.902597329 O'Conner Vista, North Sanjuana, ID 59014-1661","('Msgr. Seema Koss',)"
72453,47100,18899,1,28.0,2024-10-08 13:30:51.236,NULL,47100,Rev. Mel Hansen,"Apt. 269 883 Eleonore Station, South Mertiefurt, SD 46410-7087",638-332-4221,erika.towne@mccullough.example,18899,The Legend of Zelda: Ocarina of Time,Elvin Hagenes,Legend,Reed Publishing,1994,28.0,2024-10-08,"erika.towne@mccullough.example638-332-4221Apt. 269 883 Eleonore Station, South Mertiefurt, SD 46410-7087","('Elvin Hagenes',)"
73160,46137,18854,1,41.75,2024-07-14 22:07:41.000,,46137,Trey Wunsch,"84208 Rolf Roads, Sharitafurt, DE 85104-3737",722.313.6451,russel_terry@lubowitz-wilkinson.example,18854,Brandy of the Damned,"Annalee Johnson, Verlie Gislason, Quinn Bechtelar",Folklore,Oberon Books,1996,41.75,2024-07-14,"russel_terry@lubowitz-wilkinson.example722.313.645184208 Rolf Roads, Sharitafurt, DE 85104-3737","('Annalee Johnson', 'Quinn Bechtelar', 'Verlie Gislason')"
68503,45646,19392,1,50.75,2025-04-24 23:33:00.000,"Apt. 789 75617 Sporer Run, Koeppland, MT 93779",45646,Tristan Purdy,"Apt. 789 75617 Sporer Run, Koeppland, MT 93779",472-357-6753,waldo@ankunding-wisoky.example,19392,The Daffodil Sky,"Randal Ortiz, Brandon Kling",Humor,Mandrake of Oxford,2012,50.75,2025-04-24,"waldo@ankunding-wisoky.example472-357-6753Apt. 789 75617 Sporer Run, Koeppland, MT 93779","('Brandon Kling', 'Randal Ortiz')"
63468,46291,19239,1,75.0,2025-06-08 14:25:21.644,"Suite 889 96192 Watsica Fords, North Graigchester, PA 81978-8551",46291,Curt Thompson I,"Suite 889 96192 Watsica Fords, North Graigchester, PA 81978-8551",435 833 0246,genie@tremblay.example,19239,Gladiator,Kareem Hagenes,Folklore,Flame Tree Publishing,2024,75.0,2025-06-08,"genie@tremblay.example435 833 0246Suite 889 96192 Watsica Fords, North Graigchester, PA 81978-8551","('Kareem Hagenes',)"
67718,47175,19117,1,34.0,2025-06-08 17:58:00.000,,47175,Glynis Waelchi,"Suite 799 594 Hintz Locks, Audriaview, NH 81783-4952",891 600 9322,selene@smitham.example,19117,Double Indemnity,"Gov. Lovella Grimes, Boyd Schamberger",Mystery,Blue Ribbon Books,2026,34.0,2025-06-08,"selene@smitham.example891 600 9322Suite 799 594 Hintz Locks, Audriaview, NH 81783-4952","('Boyd Schamberger', 'Gov. Lovella Grimes')"
71435,44356,19405,1,5250.0,2024-09-10 20:15:59.000,"3280 Bosco Port, Madeleinemouth, AZ 69561-5178",44356,Ms. Francesca Goodwin,"3280 Bosco Port, Madeleinemouth, AZ 69561-5178",316.187.3133,janelle.weimann@kunze.test,19405,Mario Kart Wii,Lanita MacGyver,Suspense/Thriller,Hachette Book Group USA,2003,5250.0,2024-09-10,"janelle.weimann@kunze.test316.187.31333280 Bosco Port, Madeleinemouth, AZ 69561-5178","('Lanita MacGyver',)"
68827,46312,19325,4,29.0,2024-09-06 16:10:36.878,,46312,Lynwood Bechtelar,"Suite 997 718 Leffler Estate, Joeystad, ND 72225-1682",771.366.3502,casey@kuhlman-hagenes.test,19325,Arms and the Man,"Collette Zieme Esq., Leone Ondricka IV",Humor,Borgo Press,2001,116.0,2024-09-06,"casey@kuhlman-hagenes.test771.366.3502Suite 997 718 Leffler Estate, Joeystad, ND 72225-1682","('Collette Zieme Esq.', 'Leone Ondricka IV')"
68579,46609,18959,1,54.5,2024-11-30 04:50:15.000,,46609,Luanne Quigley PhD,"Apt. 983 26633 Judson Drives, Lucyfurt, AR 62458-5995",365.499.4163,adela@morissette.example,18959,Lawrence of Arabia,"Tod Kris, Jenni Kautzer",Realistic fiction,Hodder Headline,2005,54.5,2024-11-30,"adela@morissette.example365.499.4163Apt. 983 26633 Judson Drives, Lucyfurt, AR 62458-5995","('Jenni Kautzer', 'Tod Kris')"
73747,45534,19478,2,53.99,2025-05-17 19:33:00.000,,45534,Eliseo O'Hara,"27089 Leannon Wall, South Ouidaburgh, VT 72050",233.941.1852,jo.donnelly@towne-gibson.test,19478,The Dark Knight,Prof. Jason Breitenberg,Fantasy,Caister Academic Press,NULL,107.98,2025-05-17,"jo.donnelly@towne-gibson.test233.941.185227089 Leannon Wall, South Ouidaburgh, VT 72050","('Prof. Jason Breitenberg',)"
63346,46759,19205,1,15.0,2025-02-20 13:29:00.000,,46759,Angel Crist,"Apt. 889 449 Emard Plaza, Marloton, VT 06274-4881",(519) 909-8647,grover@gerhold.test,19205,Counter-Strike,Evelyne Predovic,Fantasy,George Newnes,1981,15.0,2025-02-20,"grover@gerhold.test(519) 909-8647Apt. 889 449 Emard Plaza, Marloton, VT 06274-4881","('Evelyne Predovic',)"
71705,45667,19010,1,63.5,2024-10-14 21:27:04.391,"Apt. 650 66088 Cassy Prairie, Jacobsbury, NJ 83792",45667,Leandro Beatty,"Apt. 650 66088 Cassy Prairie, Jacobsbury, NJ 83792",505.490.4106,lekisha@champlin.example,19010,Call of Duty: Modern Warfare 2,"Son Mueller, Milton Graham",Short story,DAW Books,1983,63.5,2024-10-14,"lekisha@champlin.example505.490.4106Apt. 650 66088 Cassy Prairie, Jacobsbury, NJ 83792","('Milton Graham', 'Son Mueller')"
64014,46500,19186,5,30.75,2024-07-23 09:21:46.000,NULL,46500,Julian Spinka,"Suite 411 7586 Daria Field, New Lutherchester, MN 36542",(914) 871-3614,denis@wuckert.test,19186,Pokémon X,Nathalie Rempel,Short story,Pathfinder Press,1979,153.75,2024-07-23,"denis@wuckert.test(914) 871-3614Suite 411 7586 Daria Field, New Lutherchester, MN 36542","('Nathalie Rempel',)"
70088,45223,18909,1,22.75,2025-02-02 07:55:47.000,,45223,Katharine Fadel I,"378 Kenny Crossing, South Goldie, AK 62707-0257",649-640-4997,cherilyn.langosh@friesen-stracke.test,18909,Room,Adolfo Zemlak MD,Fiction narrative,Fearless Books,2017,22.75,2025-02-02,"cherilyn.langosh@friesen-stracke.test649-640-4997378 Kenny Crossing, South Goldie, AK 62707-0257","('Adolfo Zemlak MD',)"
65561,46349,19200,1,22.0,2025-01-11 01:08:08.000,"Apt. 220 2072 Lamar Hills, Port Rivaview, IL 78383-0258",46349,Marco Jacobi,"Apt. 220 2072 Lamar Hills, Port Rivaview, IL 78383-0258",775 229 2069,merrie@dare.test,19200,"Alone on a Wide, Wide Sea",Darwin Goodwin,Horror,Cengage Learning,2018,22.0,2025-01-11,"merrie@dare.test775 229 2069Apt. 220 2072 Lamar Hills, Port Rivaview, IL 78383-0258","('Darwin Goodwin',)"
72859,46075,19309,5,67.25,2025-01-07 04:26:19.000,,46075,Alfred Bernhard DDS,"Apt. 857 20568 Murazik Springs, West Kortneyshire, TN 54642",730.821.5075,lance@kozey.test,19309,Platoon,Ezequiel Stehr IV,Comic/Graphic Novel,Kessinger Publishing,1985,336.25,2025-01-07,"lance@kozey.test730.821.5075Apt. 857 20568 Murazik Springs, West Kortneyshire, TN 54642","('Ezequiel Stehr IV',)"
68577,46495,19122,1,34.25,2025-08-08 06:50:58.000,,46495,Denis Sanford,"Suite 670 2536 Feil Lock, Ryanland, KY 94783",923-625-9760,toshia@dibbert.example,19122,Oh! To be in England,"Amb. Deon Herman, Vincenza Jerde, Gerda Torphy",Reference book,Adis International,1979,34.25,2025-08-08,"toshia@dibbert.example923-625-9760Suite 670 2536 Feil Lock, Ryanland, KY 94783","('Amb. Deon Herman', 'Gerda Torphy', 'Vincenza Jerde')"
70840,47387,19232,3,34.5,2024-12-24 05:23:37.000,"94652 Hartmann Fall, Veumport, LA 99406-0551",47387,Jacqualine Hartmann,"94652 Hartmann Fall, Veumport, LA 99406-0551",(328) 888-0293,shayne@kihn-ortiz.example,19232,Mega Man,Hosea Monahan,Horror,D. Appleton & Company,1939,103.5,2024-12-24,"shayne@kihn-ortiz.example(328) 888-029394652 Hartmann Fall, Veumport, LA 99406-0551","('Hosea Monahan',)"
65268,46918,19294,1,51.5,2025-03-25 14:38:26.000,NULL,46918,Hubert Adams,"Apt. 529 596 Wuckert Pass, Port Angelena, VT 02737-2668",348.001.9843,tawna_fritsch@hoppe.example,19294,Catch Me If You Can,Jasper Bogisich,Speech,Athabasca University Press,2022,51.5,2025-03-25,"tawna_fritsch@hoppe.example348.001.9843Apt. 529 596 Wuckert Pass, Port Angelena, VT 02737-2668","('Jasper Bogisich',)"
70228,47497,18894,1,21.99,2025-01-25 08:45:09.000,"888 Derrick Port, West Renateberg, WA 00789-1098",47497,Eileen Lind,"888 Derrick Port, West Renateberg, WA 00789-1098",(887) 705-1563,ruben@mills.test,18894,The Witcher 2: Assassins of Kings,"Milton Conn, Quentin Crist VM",Fanfiction,Target Books,2001,21.99,2025-01-25,"ruben@mills.test(887) 705-1563888 Derrick Port, West Renateberg, WA 00789-1098","('Milton Conn', 'Quentin Crist VM')"
66847,47475,18846,1,21.0,2024-03-24 22:39:12.000,,47475,Lavonda Hintz DDS,"3126 Block Plain, O'Reillyberg, NV 31671",754.475.6664,erminia_oconnell@hauck.example,18846,Brütal Legend,Preston Hyatt,Horror,Shuter & Shooter Publishers,2000,21.0,2024-03-24,"erminia_oconnell@hauck.example754.475.66643126 Block Plain, O'Reillyberg, NV 31671","('Preston Hyatt',)"
65180,45877,19364,1,62.5,2024-12-16 20:18:44.130,,45877,Milo Wolf,"90228 Amos Streets, Christiansenborough, UT 74945-1605",(299) 216-7295,dagmar_farrell@friesen.test,19364,The Wives of Bath,Sen. Jerrell Mills,Textbook,Nauka,2012,62.5,2024-12-16,"dagmar_farrell@friesen.test(299) 216-729590228 Amos Streets, Christiansenborough, UT 74945-1605","('Sen. Jerrell Mills',)"
66670,46704,19245,5,68.25,2024-09-15 14:19:00.000,,46704,Jacki Cole,"4596 Bayer Expressway, West Damionstad, MN 13127-8726",(857) 919-0079,clinton_kuphal@spencer.example,19245,Viva la Vida or Death and All His Friends,"Fr. Kacy Reilly, Carisa Blick",Short story,Black Library,1989,341.25,2024-09-15,"clinton_kuphal@spencer.example(857) 919-00794596 Bayer Expressway, West Damionstad, MN 13127-8726","('Carisa Blick', 'Fr. Kacy Reilly')"
69504,47150,19499,1,26.25,2024-10-11 14:21:11.000,"Suite 479 745 Torp Summit, New Aline, NH 73339-9530",47150,Miss Nathanial Walker,"Suite 479 745 Torp Summit, New Aline, NH 73339-9530",640-645-0966,myriam@brekke.example,19499,Bastion,Msgr. Doyle Koch,Historical fiction,Unfinished Monument Press,2026,26.25,2024-10-11,"myriam@brekke.example640-645-0966Suite 479 745 Torp Summit, New Aline, NH 73339-9530","('Msgr. Doyle Koch',)"
73183,46728,19131,1,56.99,2025-01-18 01:06:06.733,"18525 Trantow Junctions, New Stevefort, NC 77676",46728,Prof. Cornelius Rutherford,"18525 Trantow Junctions, New Stevefort, NC 77676",847 308 9767,adriana@predovic-becker.example,19131,Let's Talk About Love,Dell Windler JD,Fantasy,Shire Books,2023,56.99,2025-01-18,"adriana@predovic-becker.example847 308 976718525 Trantow Junctions, New Stevefort, NC 77676","('Dell Windler JD',)"
73583,44809,19315,3,59.99,2025-01-02 17:57:40.000,,44809,Kristel Anderson,"Apt. 579 5341 Greenfelder Throughway, Port Hyon, OR 65472",(827) 418-7399,brian@kuvalis.test,19315,No Country for Old Men,Tabetha Fisher,Realistic fiction,Golden Cockerel Press,,179.97,2025-01-02,"brian@kuvalis.test(827) 418-7399Apt. 579 5341 Greenfelder Throughway, Port Hyon, OR 65472","('Tabetha Fisher',)"
67430,46390,19174,2,30.5,2025-03-09 03:13:27.000,NULL,46390,Domenic Leuschke CPA,"Suite 438 711 Dach Tunnel, East Eliseoborough, PA 62344",581.702.3358,cleta@hoeger.example,19174,Bat Out of Hell,Sung Lindgren,Short story,David & Charles,2016,61.0,2025-03-09,"cleta@hoeger.example581.702.3358Suite 438 711 Dach Tunnel, East Eliseoborough, PA 62344","('Sung Lindgren',)"
65078,46980,19019,4,12.99,2025-01-05 00:33:56.000,NULL,46980,Nickolas Gleason,"948 Bobette Gardens, East Jospehfort, AZ 25293",659.158.4076,billi_lueilwitz@rempel.test,19019,Backstreet's Back,Chet Runolfsdottir,Short story,Blackie and Son Limited,1981,51.96,2025-01-05,"billi_lueilwitz@rempel.test659.158.4076948 Bobette Gardens, East Jospehfort, AZ 25293","('Chet Runolfsdottir',)"
65384,47178,19329,1,68.75,2024-03-31 08:56:27.000,NULL,47178,Sharla Doyle,"6111 Krajcik Avenue, Jessietown, IL 61465-0515",237-346-8989,lavonia_ward@willms.example,19329,Far From the Madding Crowd,"Karma Leffler, Tabetha Fisher",Metafiction,Hodder Headline,2019,68.75,2024-03-31,"lavonia_ward@willms.example237-346-89896111 Krajcik Avenue, Jessietown, IL 61465-0515","('Karma Leffler', 'Tabetha Fisher')"
63159,45744,19025,1,37.5,2024-12-29 20:17:05.000,"34743 Vincenzo Centers, Brownton, IL 32795-1577",45744,Sergio Mayer,"34743 Vincenzo Centers, Brownton, IL 32795-1577",(466) 105-6294,augustine_schamberger@prosacco.example,19025,Guitar Hero,Eugenio Crooks,Mythology,Da Capo Press,2000,37.5,2024-12-29,"augustine_schamberger@prosacco.example(466) 105-629434743 Vincenzo Centers, Brownton, IL 32795-1577","('Eugenio Crooks',)"
72273,46058,19481,1,63.0,2025-03-23 19:47:49.000,NULL,46058,Norah Lowe,,344.139.8251,maryjo@connelly.example,19481,Butter In a Lordly Dish,Ms. Numbers Kris,Tall tale,Harlequin Enterprises Ltd,2005,63.0,2025-03-23,maryjo@connelly.example344.139.8251,"('Ms. Numbers Kris',)"
73621,45885,19074,1,74.99,2025-05-29 20:48:47.000,"Apt. 178 5565 Murphy Prairie, Port Dorian, FL 95580-9960",45885,Fernando Konopelski,"Apt. 178 5565 Murphy Prairie, Port Dorian, FL 95580-9960",584.179.2019,tena.yundt@gleichner.test,19074,No Longer at Ease,"Eleanor Stark, Reynalda Conn",Fiction narrative,Harcourt Trade Publishers,2010,74.99,2025-05-29,"tena.yundt@gleichner.test584.179.2019Apt. 178 5565 Murphy Prairie, Port Dorian, FL 95580-9960","('Eleanor Stark', 'Reynalda Conn')"
65534,46161,18942,1,25.0,2024-11-19 12:47:47.000,NULL,46161,Genna Funk,"Apt. 906 66777 Doyle Islands, Donettatown, MD 67566",678-586-2975,darin.klein@wuckert.test,18942,That Hideous Strength,Eli Okuneva DC,Tall tale,Tate Publishing & Enterprises,2015,25.0,2024-11-19,"darin.klein@wuckert.test678-586-2975Apt. 906 66777 Doyle Islands, Donettatown, MD 67566","('Eli Okuneva DC',)"
70838,45822,19354,1,42.0,2025-04-16 16:15:00.000,,45822,Valencia Casper,"Suite 370 74484 Greenfelder Cape, Nieshashire, NH 36183",114.806.1096,deedee.weber@herzog.test,19354,The Lord of the Rings: The Return of the King,Donn Jaskolski,Fable,Mandrake Press,2000,42.0,2025-04-16,"deedee.weber@herzog.test114.806.1096Suite 370 74484 Greenfelder Cape, Nieshashire, NH 36183","('Donn Jaskolski',)"
63996,46503,19118,1,73.0,2024-01-18 08:38:01.000,,46503,Haywood Hodkiewicz,"4075 Mariella Plain, New Santiagoburgh, WI 39860-4228",623-868-6358,herlinda_kreiger@terry-boehm.test,19118,O Jerusalem!,Maynard Bartoletti Ret.,Crime/Detective,Open University Press,1983,73.0,2024-01-18,"herlinda_kreiger@terry-boehm.test623-868-63584075 Mariella Plain, New Santiagoburgh, WI 39860-4228","('Maynard Bartoletti Ret.',)"
64711,45513,19420,1,52.5,2025-05-28 07:27:01.000,"Apt. 939 57837 Delsie Wall, Julianburgh, KY 53517-4395",45513,Darcey Conn Esq.,"Apt. 939 57837 Delsie Wall, Julianburgh, KY 53517-4395",551 380 4785,melvin.batz@botsford.example,19420,Doom II,Kari Wiegand,Mystery,Chambers Harrap,2023,52.5,2025-05-28,"melvin.batz@botsford.example551 380 4785Apt. 939 57837 Delsie Wall, Julianburgh, KY 53517-4395","('Kari Wiegand',)"
68638,46561,19133,3,24.0,2024-05-30 16:17:17.000,,46561,Jonas Kuhn,"544 Wilhemina Ports, Langoshmouth, HI 17084-1745",150-021-0751,derek.heidenreich@muller.example,19133,WarioWare: Touched!,"Jerold Armstrong JD, Iliana Nicolas, Zelma Rempel, Rev. Susanna Christiansen, Rev. Justin MacGyver, Jim Renner",Fiction in verse,Reed Publishing,1987,72.0,2024-05-30,"derek.heidenreich@muller.example150-021-0751544 Wilhemina Ports, Langoshmouth, HI 17084-1745","('Iliana Nicolas', 'Jerold Armstrong JD', 'Jim Renner', 'Rev. Justin MacGyver', 'Rev. Susanna Christiansen', 'Zelma Rempel')"
65939,47255,19318,1,25.25,2024-11-19 03:39:55.000,,47255,Somer Nitzsche,"Apt. 279 603 Schumm Heights, South Chesterberg, WV 74241",187.618.4149,hung@kemmer-waelchi.test,19318,Just Cause 2,"Milton Graham, Son Mueller",Historical fiction,Shire Books,0,25.25,2024-11-19,"hung@kemmer-waelchi.test187.618.4149Apt. 279 603 Schumm Heights, South Chesterberg, WV 74241","('Milton Graham', 'Son Mueller')"
63526,45953,19473,1,25.5,2025-05-19 18:47:00.000,,45953,Barrett Carroll,"Suite 490 2347 O'Connell Rest, Schaeferfort, WI 36101-1372",(104) 376-8315,thomasina@hilll.example,19473,That Hideous Strength,Eli Okuneva DC,Tall tale,Marshall Pickering,2024,25.5,2025-05-19,"thomasina@hilll.example(104) 376-8315Suite 490 2347 O'Connell Rest, Schaeferfort, WI 36101-1372","('Eli Okuneva DC',)"
68475,47319,19080,5,48.0,2025-05-08 21:48:16.000,"845 Niesha Plaza, Ricechester, KY 20730-6392",47319,Agnes Powlowski,"845 Niesha Plaza, Ricechester, KY 20730-6392",249-497-2151,mahalia.dickinson@senger.test,19080,Cidade de Deus,Justin Wiza,Short story,Blackwell Publishing,2008,240.0,2025-05-08,"mahalia.dickinson@senger.test249-497-2151845 Niesha Plaza, Ricechester, KY 20730-6392","('Justin Wiza',)"
65171,45679,19094,1,53.0,2024-07-13 19:52:00.000,NULL,45679,Brice Bergstrom IV,"Apt. 331 61528 Schroeder Track, West Miguelbury, MO 64373-3272",908.252.2121,everett_bode@schoen.example,19094,The Legend of Zelda: Majora's Mask,Pres. Doug Donnelly,Fanfiction,Pan Books,2024,53.0,2024-07-13,"everett_bode@schoen.example908.252.2121Apt. 331 61528 Schroeder Track, West Miguelbury, MO 64373-3272","('Pres. Doug Donnelly',)"
68393,45706,19102,2,64.5,2025-05-26 02:42:01.000,,45706,Oliver Toy II,"3000 Tyrone Highway, North Lillian, RI 75289",591 361 9428,adaline@smith-morar.test,19102,LittleBigPlanet,Eugenio Crooks,Comic/Graphic Novel,Penguin Books,2024,129.0,2025-05-26,"adaline@smith-morar.test591 361 94283000 Tyrone Highway, North Lillian, RI 75289","('Eugenio Crooks',)"
